sample_id	pop_name
Manchu_Beijing1022	Manchu_Beijing
Manchu_Beijing1023	Manchu_Beijing
Manchu_Beijing1024	Manchu_Beijing
Manchu_Beijing1025	Manchu_Beijing
Manchu_Beijing1026	Manchu_Beijing
Manchu_Beijing1027	Manchu_Beijing
Manchu_Beijing1028	Manchu_Beijing
Manchu_Beijing1029	Manchu_Beijing
Manchu_Beijing1030	Manchu_Beijing
Manchu_Beijing1031	Manchu_Beijing
Manchu_Beijing1032	Manchu_Beijing
Manchu_Beijing1033	Manchu_Beijing
Manchu_Beijing1034	Manchu_Beijing
Manchu_Beijing1035	Manchu_Beijing
Manchu_Beijing1036	Manchu_Beijing
Manchu_Beijing1037	Manchu_Beijing
Manchu_Beijing1038	Manchu_Beijing
Manchu_Beijing1039	Manchu_Beijing
Manchu_Beijing1040	Manchu_Beijing
Manchu_Beijing1041	Manchu_Beijing
Manchu_Beijing1042	Manchu_Beijing
Manchu_Beijing1043	Manchu_Beijing
Manchu_Beijing1044	Manchu_Beijing
Manchu_Beijing1045	Manchu_Beijing
Manchu_Beijing1046	Manchu_Beijing
Manchu_Beijing1047	Manchu_Beijing
Manchu_Beijing1048	Manchu_Beijing
Manchu_Beijing1049	Manchu_Beijing
Manchu_Beijing1050	Manchu_Beijing
Manchu_Beijing1051	Manchu_Beijing
Manchu_Beijing1052	Manchu_Beijing
Manchu_Beijing1053	Manchu_Beijing
Manchu_Beijing1054	Manchu_Beijing
Manchu_Beijing1055	Manchu_Beijing
Manchu_Beijing1056	Manchu_Beijing
Manchu_Beijing1057	Manchu_Beijing
Manchu_Beijing1058	Manchu_Beijing
Manchu_Beijing1059	Manchu_Beijing
