"population","hap","count","freq"
"ASAF","R1",1,0.00862068965517241
"ASAF","T1a2",1,0.00862068965517241
"Han_noNWC","N1a1",38,0.00795811518324607
"Han_noNWC","O2b1",37,0.00774869109947644
"Han_noNWC","R1a1",37,0.00774869109947644
"Han_NWCM","O1b2",83,0.00761258369256168
"ANEA","O1a1",3,0.0075187969924812
"ANWC","C2",1,0.0072992700729927
"ANWC","E1b1",1,0.0072992700729927
"ANWC","G2a2",1,0.0072992700729927
"ANWC","I2a1",1,0.0072992700729927
"ANWC","J2a2",1,0.0072992700729927
"ANWC","J2b2",1,0.0072992700729927
"ANWC","L1a1",1,0.0072992700729927
"ANWC","L1a2",1,0.0072992700729927
"ANWC","N",1,0.0072992700729927
"ANWC","N1",1,0.0072992700729927
"ANWC","N1a1",1,0.0072992700729927
"ANWC","Q1",1,0.0072992700729927
"ANWC","Q1a2",1,0.0072992700729927
"AESP","G2a2",2,0.00701754385964912
"AESP","J2a2",2,0.00701754385964912
"AESP","L1a2",2,0.00701754385964912
"AESP","R1",2,0.00701754385964912
"AESP","R1b2",2,0.00701754385964912
"Han_noNWC","N1a",32,0.00670157068062827
"ASEA","D1",1,0.00662251655629139
"ASEA","K2a",1,0.00662251655629139
"ASEA","N1a2",1,0.00662251655629139
"ASEA","No1",1,0.00662251655629139
"ASEA","O1a2",1,0.00662251655629139
"ASEA","R1b1",1,0.00662251655629139
"Han_noNWC","N1b",30,0.00628272251308901
"AEES","C",1,0.00598802395209581
"AEES","C2a",1,0.00598802395209581
"AEES","C2b1",1,0.00598802395209581
"AEES","E1b1",1,0.00598802395209581
"AEES","F",1,0.00598802395209581
"AEES","J2a1",1,0.00598802395209581
"AEES","N1b1",1,0.00598802395209581
"AEES","N1b2",1,0.00598802395209581
"AEES","N2a",1,0.00598802395209581
"AEES","No1",1,0.00598802395209581
"AEES","Q1",1,0.00598802395209581
"AEES","Q1b",1,0.00598802395209581
"AEES","R1",1,0.00598802395209581
"Han_noNWC","O1b2",27,0.0056544502617801
"ANEA","D1",2,0.0050125313283208
"ANEA","J2b2",2,0.0050125313283208
"ANEA","N1a",2,0.0050125313283208
"ANEA","N1b",2,0.0050125313283208
"ANEA","No1",2,0.0050125313283208
"ANEA","O2",2,0.0050125313283208
"ANEA","R1a1",2,0.0050125313283208
"Han_NWCM","J2a1",52,0.0047693295423278
"Han_NWCM","J",51,0.0046776116665138
"Han_NWCM","N1a3",49,0.00449417591488581
"Han_NWCM","R1b1",45,0.00412730441162983
"Han_NWCM","Q1b1",40,0.00366871503255985
"AESP","C",1,0.00350877192982456
"AESP","C2b1",1,0.00350877192982456
"AESP","D1a2",1,0.00350877192982456
"AESP","G2",1,0.00350877192982456
"AESP","G2a1",1,0.00350877192982456
"AESP","H",1,0.00350877192982456
"AESP","H1a1",1,0.00350877192982456
"AESP","J",1,0.00350877192982456
"AESP","J2a",1,0.00350877192982456
"AESP","J2b2",1,0.00350877192982456
"AESP","N1a",1,0.00350877192982456
"AESP","N2a",1,0.00350877192982456
"AESP","No1",1,0.00350877192982456
"AESP","O1b1",1,0.00350877192982456
"AESP","Q",1,0.00350877192982456
"AESP","R",1,0.00350877192982456
"AESP","R2a",1,0.00350877192982456
"AESP","T1",1,0.00350877192982456
"Han_noNWC","O2b",16,0.00335078534031414
"Han_NWCM","O1a3",36,0.00330184352930386
"Han_noNWC","R1b1",15,0.0031413612565445
"Han_NWCM","E1b1",33,0.00302668990186187
"Han_noNWC","O1a3",14,0.00293193717277487
"Han_NWCM","O2",31,0.00284325415023388
"ANEA","C",1,0.0025062656641604
"ANEA","C2a1",1,0.0025062656641604
"ANEA","G2a2",1,0.0025062656641604
"ANEA","N",1,0.0025062656641604
"ANEA","O1",1,0.0025062656641604
"ANEA","O1a3",1,0.0025062656641604
"ANEA","R1b1",1,0.0025062656641604
"Han_noNWC","T",11,0.00230366492146597
"Han_NWCM","R2a2",23,0.00210951114372191
"Han_noNWC","J2a1",10,0.00209424083769634
"Han_NWCM","R1b2",20,0.00183435751627992
"Han_noNWC","C2",8,0.00167539267015707
"Han_NWCM","C1b1",16,0.00146748601302394
"Han_noNWC","G2a2",7,0.00146596858638743
"Han_noNWC","O1a2",6,0.0012565445026178
"Han_NWCM","G2a2",12,0.00110061450976795
"Han_NWCM","J1a2",10,0.000917178758139961
"Han_noNWC","C1b1",4,0.000837696335078534
"Han_noNWC","E1b1",4,0.000837696335078534
"Han_noNWC","F",4,0.000837696335078534
"Han_noNWC","J2a2",4,0.000837696335078534
"Han_noNWC","O1",4,0.000837696335078534
"Han_NWCM","J2",9,0.000825460882325965
"Han_NWCM","J2b2",9,0.000825460882325965
"Han_NWCM","O1a2",9,0.000825460882325965
"Han_NWCM","L1a1",8,0.000733743006511969
"Han_NWCM","L1a2",7,0.000642025130697973
"Han_NWCM","Q1b2",7,0.000642025130697973
"Han_NWCM","R2",7,0.000642025130697973
"Han_noNWC","C1a1",3,0.0006282722513089
"Han_noNWC","J",3,0.0006282722513089
"Han_noNWC","J2b",3,0.0006282722513089
"Han_noNWC","R2a2",3,0.0006282722513089
"Han_NWCM","C2a",6,0.000550307254883977
"Han_NWCM","J1a3",5,0.000458589379069981
"Han_NWCM","J2a2",5,0.000458589379069981
"Han_noNWC","G1",2,0.000418848167539267
"Han_noNWC","G2a",2,0.000418848167539267
"Han_noNWC","O2",2,0.000418848167539267
"Han_noNWC","Q1b1",2,0.000418848167539267
"Han_NWCM","G2a",4,0.000366871503255985
"Han_NWCM","J1",4,0.000366871503255985
"Han_NWCM","O1b",4,0.000366871503255985
"Han_NWCM","Q1a2",4,0.000366871503255985
"Han_NWCM","Q2a1",4,0.000366871503255985
"Han_NWCM","R1b",4,0.000366871503255985
"Han_NWCM","T1a1",4,0.000366871503255985
"Han_NWCM","C2b2",3,0.000275153627441988
"Han_NWCM","H1a1",3,0.000275153627441988
"Han_NWCM","I2a1",3,0.000275153627441988
"Han_NWCM","L1",3,0.000275153627441988
"Han_NWCM","O2b2",3,0.000275153627441988
"Han_noNWC","H",1,0.000209424083769634
"Han_noNWC","I1",1,0.000209424083769634
"Han_noNWC","I2",1,0.000209424083769634
"Han_noNWC","L1a1",1,0.000209424083769634
"Han_noNWC","N",1,0.000209424083769634
"Han_noNWC","O",1,0.000209424083769634
"Han_noNWC","O1b",1,0.000209424083769634
"Han_noNWC","O2b2",1,0.000209424083769634
"Han_noNWC","Q1a2",1,0.000209424083769634
"Han_noNWC","Q1b2",1,0.000209424083769634
"Han_noNWC","Q2",1,0.000209424083769634
"Han_noNWC","Q2a",1,0.000209424083769634
"Han_noNWC","R",1,0.000209424083769634
"Han_noNWC","R1b",1,0.000209424083769634
"Han_NWCM","G1a1",2,0.000183435751627992
"Han_NWCM","I1",2,0.000183435751627992
"Han_NWCM","J2b",2,0.000183435751627992
"Han_NWCM","O1",2,0.000183435751627992
"Han_NWCM","D1a2",1,9.17178758139961e-05
"Han_NWCM","F2",1,9.17178758139961e-05
"Han_NWCM","G1",1,9.17178758139961e-05
"Han_NWCM","G2b",1,9.17178758139961e-05
"Han_NWCM","H1a2",1,9.17178758139961e-05
"Han_NWCM","N2",1,9.17178758139961e-05
"Han_NWCM","O1a",1,9.17178758139961e-05
"Han_NWCM","O2b",1,9.17178758139961e-05
"Han_NWCM","Q1b",1,9.17178758139961e-05
"Han_NWCM","Q2b",1,9.17178758139961e-05
"Han_NWCM","Q2b1",1,9.17178758139961e-05
"Han_NWCM","R2a",1,9.17178758139961e-05
