ID	Group_big	Group_small	Note
Manchu_Yinchuan5641	All	Manchu_Ningxia	All Populations
Manchu_Yinchuan5649	All	Manchu_Ningxia	All Populations
Manchu_Yinchuan5646	All	Manchu_Ningxia	All Populations
Manchu_Yinchuan5644	All	Manchu_Ningxia	All Populations
Manchu_Yinchuan5643	All	Manchu_Ningxia	All Populations
Manchu_Yinchuan5652	All	Manchu_Ningxia	All Populations
Manchu_Macao5639	All	Manchu_Macau	All Populations
Manchu_Yingkou5364	All	Manchu_Liaoning	All Populations
Manchu_Anshan5199	All	Manchu_Liaoning	All Populations
Manchu_Dandong5633	All	Manchu_Liaoning	All Populations
Manchu_Yingkou4127	All	Manchu_Liaoning	All Populations
Manchu_Huludao4519	All	Manchu_Liaoning	All Populations
Manchu_Dandong5353	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4889	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4991	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4621	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5311	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou5469	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou5557	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4160	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4242	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4923	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5006	All	Manchu_Liaoning	All Populations
Manchu_Fushun4403	All	Manchu_Liaoning	All Populations
Manchu_Dalian5093	All	Manchu_Liaoning	All Populations
Manchu_Dandong5463	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4231	All	Manchu_Liaoning	All Populations
Manchu_Fushun4841	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4575	All	Manchu_Liaoning	All Populations
Manchu_Fushun5099	All	Manchu_Liaoning	All Populations
Manchu_Anshan4087	All	Manchu_Liaoning	All Populations
Manchu_Anshan4427	All	Manchu_Liaoning	All Populations
Manchu_Anshan4485	All	Manchu_Liaoning	All Populations
Manchu_Anshan4555	All	Manchu_Liaoning	All Populations
Manchu_Anshan4717	All	Manchu_Liaoning	All Populations
Manchu_Anshan5010	All	Manchu_Liaoning	All Populations
Manchu_Anshan5080	All	Manchu_Liaoning	All Populations
Manchu_Anshan5182	All	Manchu_Liaoning	All Populations
Manchu_Anshan5246	All	Manchu_Liaoning	All Populations
Manchu_Anshan5254	All	Manchu_Liaoning	All Populations
Manchu_Anshan5432	All	Manchu_Liaoning	All Populations
Manchu_Anshan5577	All	Manchu_Liaoning	All Populations
Manchu_Benxi3868	All	Manchu_Liaoning	All Populations
Manchu_Benxi3982	All	Manchu_Liaoning	All Populations
Manchu_Benxi4210	All	Manchu_Liaoning	All Populations
Manchu_Benxi4211	All	Manchu_Liaoning	All Populations
Manchu_Benxi4312	All	Manchu_Liaoning	All Populations
Manchu_Benxi4457	All	Manchu_Liaoning	All Populations
Manchu_Benxi5017	All	Manchu_Liaoning	All Populations
Manchu_Benxi5063	All	Manchu_Liaoning	All Populations
Manchu_Benxi5102	All	Manchu_Liaoning	All Populations
Manchu_Benxi5174	All	Manchu_Liaoning	All Populations
Manchu_Benxi5240	All	Manchu_Liaoning	All Populations
Manchu_Benxi5310	All	Manchu_Liaoning	All Populations
Manchu_Benxi5408	All	Manchu_Liaoning	All Populations
Manchu_Benxi5556	All	Manchu_Liaoning	All Populations
Manchu_Chaoyang4984	All	Manchu_Liaoning	All Populations
Manchu_Chaoyang5183	All	Manchu_Liaoning	All Populations
Manchu_Chaoyang5306	All	Manchu_Liaoning	All Populations
Manchu_Chaoyang5509	All	Manchu_Liaoning	All Populations
Manchu_Dalian3913	All	Manchu_Liaoning	All Populations
Manchu_Dalian3914	All	Manchu_Liaoning	All Populations
Manchu_Dalian3940	All	Manchu_Liaoning	All Populations
Manchu_Dalian4143	All	Manchu_Liaoning	All Populations
Manchu_Dalian4218	All	Manchu_Liaoning	All Populations
Manchu_Dalian4288	All	Manchu_Liaoning	All Populations
Manchu_Dalian4332	All	Manchu_Liaoning	All Populations
Manchu_Dalian4438	All	Manchu_Liaoning	All Populations
Manchu_Dalian4511	All	Manchu_Liaoning	All Populations
Manchu_Dalian4929	All	Manchu_Liaoning	All Populations
Manchu_Dalian4958	All	Manchu_Liaoning	All Populations
Manchu_Dalian5064	All	Manchu_Liaoning	All Populations
Manchu_Dalian5137	All	Manchu_Liaoning	All Populations
Manchu_Dalian5195	All	Manchu_Liaoning	All Populations
Manchu_Dalian5272	All	Manchu_Liaoning	All Populations
Manchu_Dalian5518	All	Manchu_Liaoning	All Populations
Manchu_Dalian5529	All	Manchu_Liaoning	All Populations
Manchu_Dandong3886	All	Manchu_Liaoning	All Populations
Manchu_Dandong3912	All	Manchu_Liaoning	All Populations
Manchu_Dandong4384	All	Manchu_Liaoning	All Populations
Manchu_Dandong4513	All	Manchu_Liaoning	All Populations
Manchu_Dandong4579	All	Manchu_Liaoning	All Populations
Manchu_Dandong4671	All	Manchu_Liaoning	All Populations
Manchu_Dandong4783	All	Manchu_Liaoning	All Populations
Manchu_Dandong4791	All	Manchu_Liaoning	All Populations
Manchu_Dandong4821	All	Manchu_Liaoning	All Populations
Manchu_Dandong5203	All	Manchu_Liaoning	All Populations
Manchu_Dandong5419	All	Manchu_Liaoning	All Populations
Manchu_Dandong5597	All	Manchu_Liaoning	All Populations
Manchu_Fushun3846	All	Manchu_Liaoning	All Populations
Manchu_Fushun4098	All	Manchu_Liaoning	All Populations
Manchu_Fushun4104	All	Manchu_Liaoning	All Populations
Manchu_Fushun4142	All	Manchu_Liaoning	All Populations
Manchu_Fushun4161	All	Manchu_Liaoning	All Populations
Manchu_Fushun4251	All	Manchu_Liaoning	All Populations
Manchu_Fushun4385	All	Manchu_Liaoning	All Populations
Manchu_Fushun4659	All	Manchu_Liaoning	All Populations
Manchu_Fushun4804	All	Manchu_Liaoning	All Populations
Manchu_Fushun4936	All	Manchu_Liaoning	All Populations
Manchu_Fushun5140	All	Manchu_Liaoning	All Populations
Manchu_Fushun5141	All	Manchu_Liaoning	All Populations
Manchu_Fushun5362	All	Manchu_Liaoning	All Populations
Manchu_Fushun5398	All	Manchu_Liaoning	All Populations
Manchu_Fushun5573	All	Manchu_Liaoning	All Populations
Manchu_Fushun5586	All	Manchu_Liaoning	All Populations
Manchu_Huludao3828	All	Manchu_Liaoning	All Populations
Manchu_Huludao3884	All	Manchu_Liaoning	All Populations
Manchu_Huludao4015	All	Manchu_Liaoning	All Populations
Manchu_Huludao4833	All	Manchu_Liaoning	All Populations
Manchu_Huludao5012	All	Manchu_Liaoning	All Populations
Manchu_Huludao5290	All	Manchu_Liaoning	All Populations
Manchu_Huludao5373	All	Manchu_Liaoning	All Populations
Manchu_Huludao5540	All	Manchu_Liaoning	All Populations
Manchu_Huludao5545	All	Manchu_Liaoning	All Populations
Manchu_Huludao5606	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou3968	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4033	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4115	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4244	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4299	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4315	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4484	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4562	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4570	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4612	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4855	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4870	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4920	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou5119	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou5158	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou5281	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou5508	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou5554	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang3882	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang4016	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang4063	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang4128	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang4290	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang4585	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang4597	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang4793	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang4906	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang5020	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang5197	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang5510	All	Manchu_Liaoning	All Populations
Manchu_Shenyang3897	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4166	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4173	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4195	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4292	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4436	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4533	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4599	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4665	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4701	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4794	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4795	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4802	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4878	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4993	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5046	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5244	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5259	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5278	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5301	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5319	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5511	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5552	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5584	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5587	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5632	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5638	All	Manchu_Liaoning	All Populations
Manchu_Tieling3841	All	Manchu_Liaoning	All Populations
Manchu_Tieling3901	All	Manchu_Liaoning	All Populations
Manchu_Tieling3962	All	Manchu_Liaoning	All Populations
Manchu_Tieling4389	All	Manchu_Liaoning	All Populations
Manchu_Tieling4398	All	Manchu_Liaoning	All Populations
Manchu_Tieling4477	All	Manchu_Liaoning	All Populations
Manchu_Tieling4613	All	Manchu_Liaoning	All Populations
Manchu_Tieling4861	All	Manchu_Liaoning	All Populations
Manchu_Tieling5058	All	Manchu_Liaoning	All Populations
Manchu_Tieling5074	All	Manchu_Liaoning	All Populations
Manchu_Tieling5360	All	Manchu_Liaoning	All Populations
Manchu_Tieling5387	All	Manchu_Liaoning	All Populations
Manchu_Yingkou3934	All	Manchu_Liaoning	All Populations
Manchu_Yingkou4271	All	Manchu_Liaoning	All Populations
Manchu_Yingkou4710	All	Manchu_Liaoning	All Populations
Manchu_Yingkou4890	All	Manchu_Liaoning	All Populations
Manchu_Yingkou5152	All	Manchu_Liaoning	All Populations
Manchu_Yingkou5277	All	Manchu_Liaoning	All Populations
Manchu_Yingkou5440	All	Manchu_Liaoning	All Populations
Manchu_Yingkou5524	All	Manchu_Liaoning	All Populations
Manchu_Anshan3818	All	Manchu_Liaoning	All Populations
Manchu_Anshan3937	All	Manchu_Liaoning	All Populations
Manchu_Anshan3948	All	Manchu_Liaoning	All Populations
Manchu_Anshan3981	All	Manchu_Liaoning	All Populations
Manchu_Anshan3993	All	Manchu_Liaoning	All Populations
Manchu_Anshan4037	All	Manchu_Liaoning	All Populations
Manchu_Anshan4084	All	Manchu_Liaoning	All Populations
Manchu_Anshan4250	All	Manchu_Liaoning	All Populations
Manchu_Anshan4263	All	Manchu_Liaoning	All Populations
Manchu_Anshan4390	All	Manchu_Liaoning	All Populations
Manchu_Anshan4449	All	Manchu_Liaoning	All Populations
Manchu_Anshan4592	All	Manchu_Liaoning	All Populations
Manchu_Anshan4755	All	Manchu_Liaoning	All Populations
Manchu_Anshan4785	All	Manchu_Liaoning	All Populations
Manchu_Anshan4835	All	Manchu_Liaoning	All Populations
Manchu_Anshan4865	All	Manchu_Liaoning	All Populations
Manchu_Anshan4976	All	Manchu_Liaoning	All Populations
Manchu_Anshan5035	All	Manchu_Liaoning	All Populations
Manchu_Anshan5053	All	Manchu_Liaoning	All Populations
Manchu_Anshan5537	All	Manchu_Liaoning	All Populations
Manchu_Anshan5560	All	Manchu_Liaoning	All Populations
Manchu_Benxi4029	All	Manchu_Liaoning	All Populations
Manchu_Benxi4136	All	Manchu_Liaoning	All Populations
Manchu_Benxi4435	All	Manchu_Liaoning	All Populations
Manchu_Benxi4535	All	Manchu_Liaoning	All Populations
Manchu_Benxi4548	All	Manchu_Liaoning	All Populations
Manchu_Benxi4853	All	Manchu_Liaoning	All Populations
Manchu_Benxi5515	All	Manchu_Liaoning	All Populations
Manchu_Chaoyang4642	All	Manchu_Liaoning	All Populations
Manchu_Chaoyang5512	All	Manchu_Liaoning	All Populations
Manchu_Dalian3850	All	Manchu_Liaoning	All Populations
Manchu_Dalian3909	All	Manchu_Liaoning	All Populations
Manchu_Dalian3952	All	Manchu_Liaoning	All Populations
Manchu_Dalian4124	All	Manchu_Liaoning	All Populations
Manchu_Dalian4132	All	Manchu_Liaoning	All Populations
Manchu_Dalian4175	All	Manchu_Liaoning	All Populations
Manchu_Dalian4199	All	Manchu_Liaoning	All Populations
Manchu_Dalian4282	All	Manchu_Liaoning	All Populations
Manchu_Dalian4326	All	Manchu_Liaoning	All Populations
Manchu_Dalian4344	All	Manchu_Liaoning	All Populations
Manchu_Dalian4625	All	Manchu_Liaoning	All Populations
Manchu_Dalian4880	All	Manchu_Liaoning	All Populations
Manchu_Dalian4904	All	Manchu_Liaoning	All Populations
Manchu_Dalian5184	All	Manchu_Liaoning	All Populations
Manchu_Dalian5270	All	Manchu_Liaoning	All Populations
Manchu_Dalian5441	All	Manchu_Liaoning	All Populations
Manchu_Dalian5612	All	Manchu_Liaoning	All Populations
Manchu_Dandong3809	All	Manchu_Liaoning	All Populations
Manchu_Dandong3810	All	Manchu_Liaoning	All Populations
Manchu_Dandong3840	All	Manchu_Liaoning	All Populations
Manchu_Dandong3931	All	Manchu_Liaoning	All Populations
Manchu_Dandong3956	All	Manchu_Liaoning	All Populations
Manchu_Dandong3973	All	Manchu_Liaoning	All Populations
Manchu_Dandong3989	All	Manchu_Liaoning	All Populations
Manchu_Dandong4023	All	Manchu_Liaoning	All Populations
Manchu_Dandong4091	All	Manchu_Liaoning	All Populations
Manchu_Dandong4228	All	Manchu_Liaoning	All Populations
Manchu_Dandong4246	All	Manchu_Liaoning	All Populations
Manchu_Dandong4451	All	Manchu_Liaoning	All Populations
Manchu_Dandong4468	All	Manchu_Liaoning	All Populations
Manchu_Dandong4778	All	Manchu_Liaoning	All Populations
Manchu_Dandong4822	All	Manchu_Liaoning	All Populations
Manchu_Dandong4882	All	Manchu_Liaoning	All Populations
Manchu_Dandong4918	All	Manchu_Liaoning	All Populations
Manchu_Dandong4931	All	Manchu_Liaoning	All Populations
Manchu_Dandong4935	All	Manchu_Liaoning	All Populations
Manchu_Dandong4986	All	Manchu_Liaoning	All Populations
Manchu_Dandong4987	All	Manchu_Liaoning	All Populations
Manchu_Dandong5033	All	Manchu_Liaoning	All Populations
Manchu_Dandong5097	All	Manchu_Liaoning	All Populations
Manchu_Dandong5121	All	Manchu_Liaoning	All Populations
Manchu_Dandong5235	All	Manchu_Liaoning	All Populations
Manchu_Dandong5266	All	Manchu_Liaoning	All Populations
Manchu_Dandong5297	All	Manchu_Liaoning	All Populations
Manchu_Dandong5320	All	Manchu_Liaoning	All Populations
Manchu_Fushun4053	All	Manchu_Liaoning	All Populations
Manchu_Fushun4138	All	Manchu_Liaoning	All Populations
Manchu_Fushun4227	All	Manchu_Liaoning	All Populations
Manchu_Fushun4443	All	Manchu_Liaoning	All Populations
Manchu_Fushun4452	All	Manchu_Liaoning	All Populations
Manchu_Fushun4462	All	Manchu_Liaoning	All Populations
Manchu_Fushun4504	All	Manchu_Liaoning	All Populations
Manchu_Fushun4508	All	Manchu_Liaoning	All Populations
Manchu_Fushun4716	All	Manchu_Liaoning	All Populations
Manchu_Fushun5005	All	Manchu_Liaoning	All Populations
Manchu_Fushun5101	All	Manchu_Liaoning	All Populations
Manchu_Fushun5155	All	Manchu_Liaoning	All Populations
Manchu_Fushun5248	All	Manchu_Liaoning	All Populations
Manchu_Fushun5354	All	Manchu_Liaoning	All Populations
Manchu_Fushun5396	All	Manchu_Liaoning	All Populations
Manchu_Fushun5501	All	Manchu_Liaoning	All Populations
Manchu_Fushun5630	All	Manchu_Liaoning	All Populations
Manchu_Huludao3814	All	Manchu_Liaoning	All Populations
Manchu_Huludao3880	All	Manchu_Liaoning	All Populations
Manchu_Huludao3885	All	Manchu_Liaoning	All Populations
Manchu_Huludao4011	All	Manchu_Liaoning	All Populations
Manchu_Huludao4168	All	Manchu_Liaoning	All Populations
Manchu_Huludao4578	All	Manchu_Liaoning	All Populations
Manchu_Huludao4845	All	Manchu_Liaoning	All Populations
Manchu_Huludao4905	All	Manchu_Liaoning	All Populations
Manchu_Huludao5170	All	Manchu_Liaoning	All Populations
Manchu_Huludao5438	All	Manchu_Liaoning	All Populations
Manchu_Huludao5567	All	Manchu_Liaoning	All Populations
Manchu_Huludao5627	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou3992	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4057	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4097	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4217	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4270	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4295	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4305	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4530	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4614	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4663	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4768	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4771	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4863	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4960	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4967	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4981	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou5002	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou5115	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou5222	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou5325	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou5581	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou5611	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang3977	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang4081	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang4766	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang4926	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang5236	All	Manchu_Liaoning	All Populations
Manchu_Shenyang3836	All	Manchu_Liaoning	All Populations
Manchu_Shenyang3865	All	Manchu_Liaoning	All Populations
Manchu_Shenyang3899	All	Manchu_Liaoning	All Populations
Manchu_Shenyang3936	All	Manchu_Liaoning	All Populations
Manchu_Shenyang3955	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4010	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4099	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4191	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4296	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4309	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4329	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4358	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4369	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4474	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4546	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4689	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4704	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4834	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4992	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5011	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5013	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5210	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5212	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5233	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5239	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5286	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5323	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5346	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5399	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5483	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5491	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5609	All	Manchu_Liaoning	All Populations
Manchu_Tieling3888	All	Manchu_Liaoning	All Populations
Manchu_Tieling4120	All	Manchu_Liaoning	All Populations
Manchu_Tieling4304	All	Manchu_Liaoning	All Populations
Manchu_Tieling4306	All	Manchu_Liaoning	All Populations
Manchu_Tieling4489	All	Manchu_Liaoning	All Populations
Manchu_Tieling4742	All	Manchu_Liaoning	All Populations
Manchu_Tieling4745	All	Manchu_Liaoning	All Populations
Manchu_Tieling4919	All	Manchu_Liaoning	All Populations
Manchu_Tieling5024	All	Manchu_Liaoning	All Populations
Manchu_Tieling5066	All	Manchu_Liaoning	All Populations
Manchu_Tieling5605	All	Manchu_Liaoning	All Populations
Manchu_Yingkou4255	All	Manchu_Liaoning	All Populations
Manchu_Yingkou4718	All	Manchu_Liaoning	All Populations
Manchu_Yingkou4813	All	Manchu_Liaoning	All Populations
Manchu_Yingkou4866	All	Manchu_Liaoning	All Populations
Manchu_Yingkou4955	All	Manchu_Liaoning	All Populations
Manchu_Yingkou5327	All	Manchu_Liaoning	All Populations
Manchu_Yingkou5594	All	Manchu_Liaoning	All Populations
Manchu_Anshan3848	All	Manchu_Liaoning	All Populations
Manchu_Anshan4335	All	Manchu_Liaoning	All Populations
Manchu_Anshan4493	All	Manchu_Liaoning	All Populations
Manchu_Anshan4523	All	Manchu_Liaoning	All Populations
Manchu_Benxi3822	All	Manchu_Liaoning	All Populations
Manchu_Benxi3986	All	Manchu_Liaoning	All Populations
Manchu_Benxi4692	All	Manchu_Liaoning	All Populations
Manchu_Benxi4702	All	Manchu_Liaoning	All Populations
Manchu_Dalian4186	All	Manchu_Liaoning	All Populations
Manchu_Dalian4322	All	Manchu_Liaoning	All Populations
Manchu_Dalian4939	All	Manchu_Liaoning	All Populations
Manchu_Dalian5166	All	Manchu_Liaoning	All Populations
Manchu_Dalian5517	All	Manchu_Liaoning	All Populations
Manchu_Dandong3970	All	Manchu_Liaoning	All Populations
Manchu_Dandong4257	All	Manchu_Liaoning	All Populations
Manchu_Dandong4816	All	Manchu_Liaoning	All Populations
Manchu_Dandong4867	All	Manchu_Liaoning	All Populations
Manchu_Dandong4938	All	Manchu_Liaoning	All Populations
Manchu_Dandong4974	All	Manchu_Liaoning	All Populations
Manchu_Dandong5092	All	Manchu_Liaoning	All Populations
Manchu_Dandong5172	All	Manchu_Liaoning	All Populations
Manchu_Dandong5228	All	Manchu_Liaoning	All Populations
Manchu_Dandong5443	All	Manchu_Liaoning	All Populations
Manchu_Dandong5588	All	Manchu_Liaoning	All Populations
Manchu_Fushun4036	All	Manchu_Liaoning	All Populations
Manchu_Fushun4193	All	Manchu_Liaoning	All Populations
Manchu_Fushun4703	All	Manchu_Liaoning	All Populations
Manchu_Fushun5564	All	Manchu_Liaoning	All Populations
Manchu_Fushun5626	All	Manchu_Liaoning	All Populations
Manchu_Huludao4092	All	Manchu_Liaoning	All Populations
Manchu_Huludao4151	All	Manchu_Liaoning	All Populations
Manchu_Huludao4311	All	Manchu_Liaoning	All Populations
Manchu_Huludao4495	All	Manchu_Liaoning	All Populations
Manchu_Huludao4951	All	Manchu_Liaoning	All Populations
Manchu_Huludao5503	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou3812	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou3864	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4170	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4239	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4261	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4356	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4454	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4497	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4531	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou4615	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou5208	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou5298	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou5333	All	Manchu_Liaoning	All Populations
Manchu_Jinzhou5403	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang4216	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang4885	All	Manchu_Liaoning	All Populations
Manchu_Liaoyang5538	All	Manchu_Liaoning	All Populations
Manchu_Panjin5349	All	Manchu_Liaoning	All Populations
Manchu_Shenyang3816	All	Manchu_Liaoning	All Populations
Manchu_Shenyang3853	All	Manchu_Liaoning	All Populations
Manchu_Shenyang3920	All	Manchu_Liaoning	All Populations
Manchu_Shenyang3945	All	Manchu_Liaoning	All Populations
Manchu_Shenyang3971	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4572	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4602	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4776	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4832	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4868	All	Manchu_Liaoning	All Populations
Manchu_Shenyang4945	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5049	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5079	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5490	All	Manchu_Liaoning	All Populations
Manchu_Shenyang5582	All	Manchu_Liaoning	All Populations
Manchu_Tieling4112	All	Manchu_Liaoning	All Populations
Manchu_Tieling4447	All	Manchu_Liaoning	All Populations
Manchu_Tieling4483	All	Manchu_Liaoning	All Populations
Manchu_Tieling4543	All	Manchu_Liaoning	All Populations
Manchu_Tieling4580	All	Manchu_Liaoning	All Populations
Manchu_Tieling4678	All	Manchu_Liaoning	All Populations
Manchu_Tieling5096	All	Manchu_Liaoning	All Populations
Manchu_Tieling5148	All	Manchu_Liaoning	All Populations
Manchu_Tieling5424	All	Manchu_Liaoning	All Populations
Manchu_Yingkou4421	All	Manchu_Liaoning	All Populations
Manchu_Yingkou5344	All	Manchu_Liaoning	All Populations
Manchu_Yingkou5558	All	Manchu_Liaoning	All Populations
Manchu_Anshan3826	All	Manchu_Liaoning	All Populations
Manchu_Anshan4093	All	Manchu_Liaoning	All Populations
Manchu_Anshan4348	All	Manchu_Liaoning	All Populations
