"hap","population","a","b","c","d","p","odds","padj"
"R1a","Han_NWCM",264,10639,5803,NA,9.8103905850593e-07,0.634342615100058,9.44704278561266e-06
"C2","Han_NWCM",0,10903,6017,NA,1.46880332064032e-06,0,1.3840825890004e-05
"N1","ANEA",4,395,16533,NA,1.49055048046197e-06,166.957830716884,1.3840825890004e-05
"J2a","AESP",11,274,16554,NA,1.55390722316829e-06,7.06655122051225,1.41759957201318e-05
"Q1a","Han_NWCM",428,10475,5876,NA,1.84437900375012e-06,1.55897793457522,1.65358117577597e-05
"O1b","Han_noNWC",486,4289,11198,NA,2.47561319660335e-06,1.32174982223191,2.18189637666736e-05
"Q2b","ASAF",3,113,16815,NA,3.10154108171288e-06,221.989006332857,2.68800227081783e-05
"K2b","Han_NWCM",0,10903,6018,NA,4.12988052318956e-06,0,3.52055388862061e-05
"C2b","AEES",1,166,15296,NA,6.21386709258728e-06,0.062668110451928,5.21163046475062e-05
"O1b","ANWC",0,137,15350,NA,8.45597877386531e-06,0,6.97953803557137e-05
"C2b","ANWC",0,137,15325,NA,9.0544982890977e-06,0,7.35677985989188e-05
"No","AESP",4,281,16643,NA,9.26380577759043e-06,47.3102958021589,7.41104462207235e-05
"J1a","AEES",5,162,16741,NA,1.02569222737918e-05,20.6426044685147,8.081211488442e-05
"T1a","ASAF",3,113,16813,NA,1.0747061654586e-05,111.232740801984,8.3410030752011e-05
"T","Han_NWCM",0,10903,6019,NA,1.16108719410888e-05,0,8.87890207259734e-05
"C","ASEA",3,148,16779,NA,1.36330400265951e-05,112.733908849496,0.000102741750925065
"I2a","AESP",4,281,16642,NA,1.52351811230422e-05,39.4314175458857,0.000113175631199742
"N2","ANWC",3,134,16792,NA,1.7709202296269e-05,93.7155374383948,0.000129701199916336
"N1b","AESP",0,285,15978,NA,1.85315044980319e-05,0,0.000133838643596897
"J","Han_noNWC",3,4772,12104,NA,2.12715141370005e-05,0.140921838007929,0.000151523114400551
"J","Han_NWCM",51,10852,6024,NA,2.22603594738122e-05,4.71760313963619,0.000156424147653816
"N2","AEES",3,164,16762,NA,3.20326710762809e-05,76.461492155693,0.000222093186128881
"K2b","AESP",4,281,16640,NA,3.49672535751709e-05,29.5751376903667,0.000239249629724854
"C2b","ASAF",0,116,15346,NA,4.22296929191249e-05,0,0.000285187536596688
"O1a","ANWC",0,137,15564,NA,4.72210045360959e-05,0,0.000314806696907306
"J1a","Han_noNWC",0,4775,12128,NA,6.10691757440501e-05,0,0.000401974321353241
"O1b","ASEA",28,123,15364,NA,9.15295143402831e-05,2.46631106746812,0.000588977104373793
"No","Han_NWCM",0,10903,6021,NA,9.17445104889946e-05,0,0.000588977104373793
"R2a","AESP",6,279,16605,NA,0.000164214471083692,8.3015163385976,0.00104136006053073
"O2a","ANEA",159,240,8371,NA,0.000172134639714496,0.679399702527034,0.00107843388736793
"R2a","Han_noNWC",3,4772,12112,NA,0.000183333590696741,0.165537736869989,0.00112208230596053
"C2","ANEA",4,395,16525,NA,0.00018341730001278,18.5811038430824,0.00112208230596053
"L1a","Han_noNWC",1,4774,12124,NA,0.000217320363462605,0.0746991180245379,0.00131403010465761
"E1b","Han_noNWC",4,4771,12108,NA,0.000224112980536447,0.20303167993006,0.00133952586067762
"R1","Han_NWCM",0,10903,6022,NA,0.000257850521425811,0,0.00152366217206161
"C2a","Han_NWCM",254,10649,5939,NA,0.000266445378922055,1.55663248760899,0.0015567595172974
"D1a","AESP",1,284,16009,NA,0.000411933336092595,0.0882441254691756,0.00238005927520166
"Q1a","Han_noNWC",127,4648,11703,NA,0.000429235645169774,0.702775287743612,0.00245277511525585
"J2a","Han_noNWC",14,4761,12067,NA,0.000435204372279591,0.389965583283391,0.00245985079984116
"R2","AESP",3,282,16641,NA,0.000518657817896131,25.2559149307934,0.00290002220759127
"O1a","AEES",2,165,15536,NA,0.000759106356835813,0.153109978903017,0.00419931176121939
"N","AEES",2,165,16763,NA,0.000948192653664259,67.6824159743865,0.00519010715689911
"R1a","ANEA",2,397,16045,NA,0.00124260902283261,0.165307567800717,0.00673079887367663
"D1","ANEA",2,397,16533,NA,0.00163565802299702,83.19063674976,0.00876847599957168
"O2","Han_noNWC",2,4773,12125,NA,0.00199972534851734,0.153966660577622,0.0104830217824202
"Q1b","Han_NWCM",48,10855,5980,NA,0.00200422438704566,0.528865648094663,0.0104830217824202
"I2a","ASAF",2,114,16809,NA,0.002019872243002,36.8000694701998,0.0104830217824202
"C","Han_NWCM",0,10903,6024,NA,0.00203612538466239,0,0.0104830217824202
"E1b","AESP",5,280,16599,NA,0.00210274443200272,6.04750175645824,0.0107198735749158
"O2","Han_NWCM",31,10872,6026,NA,0.00217963433025945,4.29511130710832,0.0110039791430574
"O1a","ANEA",14,385,15316,NA,0.00231865013919993,0.45727761771642,0.0115932506959996
"J2a","AEES",5,162,16666,NA,0.0038400375854774,5.14290942427668,0.0190173289947452
"O1b","ASAF",2,114,15373,NA,0.00403510205195608,0.186783756233881,0.0197948402548789
"O1b","ANEA",19,380,15107,NA,0.00475965545425623,0.529342991832271,0.0231310358524602
"No1","ANEA",2,397,16531,NA,0.00528355663968961,27.7513438021021,0.0254393467836907
"N","Han_NWCM",0,10903,6025,NA,0.00572075195212696,0,0.0267999190550092
"No1","Han_NWCM",0,10903,6025,NA,0.00572075195212696,0,0.0267999190550092
"N1","Han_NWCM",0,10903,6025,NA,0.00572075195212696,0,0.0267999190550092
"C2a","ANEA",1,398,16190,NA,0.00584242767890132,0.118283417369877,0.0271255570806133
"R1a","ASAF",9,107,16335,NA,0.00663928099230367,2.85024829835436,0.0305524435044063
"F","ASEA",2,149,16770,NA,0.00670068900865956,18.7395380005046,0.0305645463552892
"H3b","ASAF",1,115,16817,NA,0.00685052855371169,Inf,0.0309763030254789
"R1","AESP",2,283,16642,NA,0.00739230392830523,19.5856093538468,0.0331379141613683
"K2a","ASEA",1,150,16782,NA,0.0089174983759523,Inf,0.0396333261153436
"N2","Han_NWCM",1,10902,6024,NA,0.00990516599515709,0.0920941689036967,0.043649884046455
"J2a","ANWC",4,133,16695,NA,0.010446683767965,4.96969430980885,0.0456493744482503
"Q1a","ASEA",0,151,16200,NA,0.010937675059736,0,0.0473965919255225
"L1a","Han_NWCM",15,10888,6010,NA,0.0121391518584714,0.414007618373109,0.0521682559207035
"C2","Han_noNWC",8,4767,12153,NA,0.0123086788865927,4.07863168236872,0.0524632214838377
"N1b","ASAF",0,116,16147,NA,0.0153629462593334,0,0.0649490410963689
"Q1a","AEES",12,155,16196,NA,0.0156321344227611,2.19966370901496,0.0655541120954497
"Q1","ANWC",1,136,16795,NA,0.0161164352680313,123.017295421707,0.0670443707150102
"G2a","AESP",3,282,16619,NA,0.0163231563348751,6.09474164395771,0.06736540709631
"Q","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0678460526370002
"T1","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0678460526370002
"G2","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0678460526370002
"H1a","Han_NWCM",4,10899,6021,NA,0.0174671974085474,0.245553025527346,0.0698687896341896
"O1a","ASAF",2,114,15587,NA,0.0176599711847087,0.222332941597294,0.0701006489774697
"Q1","AEES",1,166,16765,NA,0.0196281075472769,100.696091225348,0.0767414731171727
"N2a","AEES",1,166,16765,NA,0.0196281075472769,100.696091225348,0.0767414731171727
"G2a","ASAF",2,114,16787,NA,0.020184923776424,9.81205398954523,0.078329554953287
"Q1a","AESP",3,282,16069,NA,0.020431384292926,0.295257663349928,0.0786986654246037
"C1a","Han_noNWC",3,4772,12158,NA,0.0224141589323519,Inf,0.0857011959178162
"R1a","ASEA",0,151,16291,NA,0.0242202671933741,0,0.0913881669975952
"J1a","ANWC",2,135,16768,NA,0.0243807842041068,8.86814464993889,0.0913881669975952
"N1a","ASAF",0,116,16165,NA,0.0244287600243572,0,0.0913881669975952
"K2b","Han_noNWC",0,4775,12146,NA,0.025022326254529,0,0.0929400689453936
"H1a","Han_noNWC",0,4775,12145,NA,0.0257635901147546,0,0.0950146585792367
"D1","ASEA",1,150,16780,NA,0.0265161909344662,55.7661221420119,0.0971015442670594
"L1","ASAF",1,115,16814,NA,0.0271241977181919,48.5871245437415,0.0986334462479705
"J2","Han_NWCM",9,10894,6030,NA,0.031412478952364,Inf,0.113433951772426
"J2a","Han_NWCM",57,10846,5982,NA,0.0320397888751101,0.654942364586696,0.114901311827981
"N1a","ASEA",1,150,16131,NA,0.0323183629073259,0.165195055577768,0.114923570635086
"L1a","ANWC",2,135,16763,NA,0.0324880093910724,7.52316716705422,0.114923570635086
"H","AESP",1,284,16647,NA,0.0333797733620012,58.4533796817492,0.115716547654937
"R","AESP",1,284,16647,NA,0.0333797733620012,58.4533796817492,0.115716547654937
"N2a","AESP",1,284,16647,NA,0.0333797733620012,58.4533796817492,0.115716547654937
"R2a","Han_NWCM",24,10879,6005,NA,0.0352028848603599,0.529904794749458,0.121136820930946
"O2b","ANEA",0,399,16371,NA,0.035409224579815,0,0.121136820930946
"N","ANWC",1,136,16792,NA,0.0398088571551099,30.831529468335,0.134419517666605
"N1","ANWC",1,136,16792,NA,0.0398088571551099,30.831529468335,0.134419517666605
"I2a","Han_NWCM",3,10900,6023,NA,0.0409096267494439,0.236840161939628,0.137245199417489
"No1","ASEA",1,150,16778,NA,0.0438044157791317,27.9117140614066,0.146014719263772
"C1a","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.146721724459924
"D1","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.146721724459924
"J1b","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.146721724459924
"R2b","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.146721724459924
"No1","AEES",1,166,16762,NA,0.0483544698108041,25.2116621636389,0.156175927339243
"R1","ASAF",1,115,16810,NA,0.0535188448114751,20.8670791838804,0.171788884580043
"C","AEES",1,166,16761,NA,0.0577427497931763,20.1728783087141,0.184209999340194
"J","ASAF",2,114,16762,NA,0.0581870692481961,5.34612947830543,0.18449558542111
"Q2a","Han_NWCM",4,10899,6023,NA,0.0627457927956804,0.315805232240356,0.197744316689417
"N1a","ANWC",1,136,16145,NA,0.0685235279354662,0.182364353217025,0.214141667749226
"J2","Han_noNWC",0,4775,12149,NA,0.0691842311189806,0,0.214141667749226
"No","Han_noNWC",0,4775,12149,NA,0.0691842311189806,0,0.214141667749226
"N1b","AEES",2,165,16098,NA,0.0701575039095594,0.292119346916543,0.215869242798644
"R2","Han_noNWC",0,4775,12148,NA,0.071709371990435,0,0.218063587339334
"I2a","Han_noNWC",0,4775,12148,NA,0.071709371990435,0,0.218063587339334
"Q2a","ASAF",1,115,16807,NA,0.0728477862526313,14.6069976273673,0.220237493321909
"R1","AEES",1,166,16759,NA,0.0762439998315192,14.4168891883824,0.229172716256589
"I2a","ANWC",1,136,16787,NA,0.0780440779574525,13.7000829776649,0.23323517550503
"K2b","ASAF",1,115,16806,NA,0.079203397693046,13.2728437804301,0.234152376996586
"C2a","ASEA",0,151,16437,NA,0.0792515737526906,0,0.234152376996586
"No1","AESP",1,284,16644,NA,0.0813789294837406,14.646665909284,0.239079340856187
"F","ASAF",1,115,16804,NA,0.0917853278917075,11.2351174177927,0.268136912942067
"Q1a","ANWC",1,136,16215,NA,0.0950873291828798,0.205221570077229,0.276231347346914
"C","AESP",1,284,16643,NA,0.096844844246095,11.7131591957903,0.279773994488719
"G2a","Han_NWCM",16,10887,6014,NA,0.0977116891166782,0.552452643292323,0.280718664865595
"C2","ANWC",1,136,16784,NA,0.100255660947174,10.2784830157537,0.286444745563356
"J2b","ANEA",2,397,16513,NA,0.10132355085355,3.9607852409562,0.287913914993694
"O1","Han_noNWC",4,4771,12155,NA,0.103853287240967,3.39657335580345,0.293498420463602
"O1","Han_NWCM",2,10901,6025,NA,0.105595687168222,0.221103956212143,0.296809499067435
"N","ANEA",1,398,16530,NA,0.112406865924646,10.3776076942515,0.314255754197935
"R1","Han_noNWC",0,4775,12150,NA,0.115627180860711,0,0.32153012859663
"L1a","AESP",2,283,16615,NA,0.117018199785141,3.55750976687582,0.323667361107838
"O2b","AESP",0,285,16485,NA,0.119813757123133,0,0.329646315894334
"J1a","Han_NWCM",15,10888,6015,NA,0.125573640214091,0.552493750372795,0.338134247607708
"J2b","Han_NWCM",11,10892,6018,NA,0.125577529681295,0.506480323568821,0.338134247607708
"H","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.338134247607708
"R","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.338134247607708
"Q1","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.338134247607708
"N2a","Han_NWCM",0,10903,6028,NA,0.126800342852891,0,0.338134247607708
"F","AEES",1,166,16753,NA,0.12960880660723,7.76054604639547,0.34386009916204
"C","ANEA",1,398,16529,NA,0.133327805226162,8.30331307823959,0.351931262525911
"D1a","ASAF",1,115,16178,NA,0.13583028665428,0.220164276514525,0.356726005354676
"C1b","Han_noNWC",4,4771,12134,NA,0.139322802279545,0.423897672206022,0.364059583846046
"N1b","Han_noNWC",172,4603,11660,NA,0.148222219933886,0.874907219914029,0.385377771828104
"O1","ANEA",1,398,16528,NA,0.153756836106694,6.91909839879243,0.397778879480005
"J2b","Han_noNWC",3,4772,12138,NA,0.161241148824242,0.381577583696353,0.415076224696069
"O2b","Han_noNWC",54,4721,12049,NA,0.162235440703611,1.26441455000468,0.415578468797427
"J2b","ANWC",1,136,16774,NA,0.170527390656906,5.60475319334061,0.434677662458779
"C1b","ASAF",1,115,16790,NA,0.175212070270898,5.40677659966466,0.444440373370082
"Q1b","ANEA",0,399,16436,NA,0.177846505148945,0,0.448932925618696
"C2a","ASAF",0,116,16472,NA,0.179653712352872,0,0.451304011707697
"J2a","ANEA",0,399,16429,NA,0.183499349068588,0,0.45874837267147
"J1a","ASAF",1,115,16788,NA,0.186492751024169,5.03299773888385,0.464001103026642
"R1b","ANEA",1,398,16375,NA,0.190675307974131,0.258769650304837,0.47214838165023
"Q1a","ASAF",1,115,16236,NA,0.192918659203585,0.243010538578982,0.473663073262471
"G1","Han_noNWC",2,4773,12157,NA,0.193697216317352,5.09352307163874,0.473663073262471
"C","Han_noNWC",0,4775,12152,NA,0.194019681932512,0,0.473663073262471
"H1a","AESP",1,284,16636,NA,0.198078605243458,4.88036714837694,0.481312498722421
"O2","ANEA",2,397,16501,NA,0.19926403240329,2.51883350878598,0.481940915580049
"T1a","Han_noNWC",0,4775,12151,NA,0.202183281895474,0,0.484494500394684
"N2","Han_noNWC",0,4775,12151,NA,0.202183281895474,0,0.484494500394684
"D1a","AEES",3,164,16129,NA,0.221307268610756,0.46319038996313,0.527888897603638
"O1b","Han_NWCM",910,9993,5494,NA,0.227932851389361,0.933408084485015,0.541210423390264
"G2a","ANWC",1,136,16765,NA,0.229098750725699,3.97584109150271,0.541506138078926
"C2b","Han_NWCM",968,9935,5527,NA,0.242784738285729,1.07060915166035,0.571258207731127
"N1b","Han_NWCM",417,10486,5777,NA,0.249055072278266,0.908053801345451,0.583372241372515
"I2","Han_noNWC",1,4774,12158,NA,0.281993740034253,Inf,0.651718865856939
"Q2","Han_noNWC",1,4774,12158,NA,0.281993740034253,Inf,0.651718865856939
"O","Han_noNWC",1,4774,12158,NA,0.281993740034253,Inf,0.651718865856939
"G1","Han_NWCM",1,10902,6028,NA,0.290110736583333,0.276485139192263,0.667511429306785
"C2a","AESP",3,282,16306,NA,0.293624430040322,0.507229153395029,0.672619839739944
"R1b","ASAF",2,114,16659,NA,0.29981025632356,1.84972662336314,0.68377777758005
"J1","Han_NWCM",4,10899,6030,NA,0.30422165089947,Inf,0.690808988942029
"Q2a","Han_noNWC",1,4774,12148,NA,0.311384031022557,0.254462186385933,0.703998678833607
"J2b","AESP",1,284,16626,NA,0.323393027189594,2.66069028139992,0.727984303630255
"Q2b","Han_noNWC",0,4775,12153,NA,0.330840948606364,0,0.735202108014141
"No1","Han_noNWC",0,4775,12153,NA,0.330840948606364,0,0.735202108014141
"N1","Han_noNWC",0,4775,12153,NA,0.330840948606364,0,0.735202108014141
"Q2b","Han_NWCM",2,10901,6027,NA,0.35534574067623,0.368612113042105,0.758921612952882
"E1b","ANWC",1,136,16743,NA,0.355555223889156,2.3226139087746,0.758921612952882
"I2","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.758921612952882
"Q2","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.758921612952882
"O","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.758921612952882
"Q","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.758921612952882
"T1","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.758921612952882
"G2","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.758921612952882
"H3b","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.758921612952882
"K2a","Han_NWCM",0,10903,6029,NA,0.356109372231737,0,0.758921612952882
"C2a","ANWC",4,133,16455,NA,0.364344285711632,1.45121557511603,0.773302157428771
"Q1a","ANEA",10,389,15962,NA,0.401799470038048,0.717373515418049,0.849332213088556
"O2b","ASEA",0,151,16619,NA,0.408896548044768,0,0.860834837988986
"O2b","AEES",0,167,16603,NA,0.414816846118084,0,0.86656069816481
"E1b","AEES",1,166,16713,NA,0.414949257390457,1.89955189870667,0.86656069816481
"C1b","Han_NWCM",16,10887,6018,NA,0.434036768791988,0.737063581679673,0.902796479087336
"H","Han_noNWC",1,4774,12157,NA,0.484478968674487,2.54634780860198,0.999718506788624
"R","Han_noNWC",1,4774,12157,NA,0.484478968674487,2.54634780860198,0.999718506788624
"D1a","ANWC",3,134,16159,NA,0.495627333354386,0.567935263792254,1
"G2a","ANEA",1,398,16503,NA,0.534090657115688,1.33754646474111,1
"G1a","Han_NWCM",2,10901,6030,NA,0.541381941242308,Inf,1
"N1a","Han_NWCM",427,10476,5805,NA,0.559591711337908,1.0516045772445,1
"D1","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"J1b","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"R2b","Han_noNWC",0,4775,12155,NA,0.563827371464297,0,1
"O2b","Han_NWCM",109,10794,5976,NA,0.565197248194494,1.11754217831614,1
"J1","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"L1","Han_noNWC",0,4775,12154,NA,0.582428472338649,0,1
"N1a","ANEA",17,382,15899,NA,0.599541631878959,1.11423929737323,1
"J","AESP",1,284,16592,NA,0.62059528629058,1.04327735319256,1
"O2b","ASAF",0,116,16654,NA,0.631758742052793,0,1
"R2a","ANEA",0,399,16485,NA,0.631971354505837,0,1
"E1b","ANEA",0,399,16480,NA,0.640024575685213,0,1
"O2b","ANWC",0,137,16633,NA,0.645137098098929,0,1
"J","ANEA",0,399,16477,NA,0.646277551557436,0,1
"C2b","ANEA",37,362,15100,NA,0.652877810212096,1.0762938701246,1
"N1b","ANWC",6,131,16132,NA,0.663166572561265,1.11274834831399,1
"E1b","Han_NWCM",33,10870,6009,NA,0.66974416036863,0.868707772155158,1
"T1a","Han_NWCM",4,10899,6027,NA,0.705208548745698,0.737353045616882,1
"D1a","ASEA",6,145,16148,NA,0.829226417204077,1.0539542111507,1
"N1b","ASEA",5,146,16117,NA,0.835361712376279,0.830009559674749,1
"C2b","Han_noNWC",418,4357,11105,NA,0.855656743159142,1.01176274626422,1
"N","ASEA",0,151,16777,NA,1,0,1
"C1b","AEES",0,167,16738,NA,1,0,1
"H","AEES",0,167,16764,NA,1,0,1
"H","ANWC",0,137,16794,NA,1,0,1
"O2","ASEA",0,151,16747,NA,1,0,1
"T","AEES",0,167,16755,NA,1,0,1
"T","ANEA",0,399,16523,NA,1,0,1
"T","ASAF",0,116,16806,NA,1,0,1
"R","AEES",0,167,16764,NA,1,0,1
"R","ANWC",0,137,16794,NA,1,0,1
"L1a","ASEA",0,151,16747,NA,1,0,1
"Q2a","AEES",0,167,16755,NA,1,0,1
"Q2a","ANEA",0,399,16523,NA,1,0,1
"J1a","ASEA",0,151,16752,NA,1,0,1
"Q2b","ASEA",0,151,16777,NA,1,0,1
"R2","Han_NWCM",7,10896,6027,NA,1,1.29066288272497,1
"R2","AEES",0,167,16756,NA,1,0,1
"R2","ANEA",0,399,16524,NA,1,0,1
"I2a","AEES",0,167,16756,NA,1,0,1
"I2a","ANEA",0,399,16524,NA,1,0,1
"G1a","AEES",0,167,16764,NA,1,0,1
"G1a","AESP",0,285,16646,NA,1,0,1
"G1a","ANWC",0,137,16794,NA,1,0,1
"H1a","ANWC",0,137,16783,NA,1,0,1
"Q1","AESP",0,285,16646,NA,1,0,1
"N2a","ANWC",0,137,16794,NA,1,0,1
"C","ASAF",0,116,16811,NA,1,0,1
"N1","ASEA",0,151,16777,NA,1,0,1
"N","Han_noNWC",1,4774,12154,NA,1,0.636460595042614,1
"N","AESP",0,285,16643,NA,1,0,1
"N","ASAF",0,116,16812,NA,1,0,1
"O1a","ASEA",11,140,15561,NA,1,1.00135128751379,1
"R1b","ASEA",1,150,16623,NA,1,0.696993467259925,1
"G2a","Han_noNWC",9,4766,12135,NA,1,0.996323508988794,1
"G2a","AEES",0,167,16734,NA,1,0,1
"G2a","ASEA",0,151,16750,NA,1,0,1
"Q1b","ASAF",0,116,16719,NA,1,0,1
"Q1b","ASEA",0,151,16684,NA,1,0,1
"C1b","AESP",0,285,16620,NA,1,0,1
"C1b","ANEA",0,399,16506,NA,1,0,1
"C1b","ANWC",0,137,16768,NA,1,0,1
"F","Han_noNWC",4,4771,12148,NA,1,1.01848606348139,1
"F","AESP",0,285,16634,NA,1,0,1
"F","ANWC",0,137,16782,NA,1,0,1
"C2","AEES",0,167,16753,NA,1,0,1
"C2","AESP",0,285,16635,NA,1,0,1
"C2","ASAF",0,116,16804,NA,1,0,1
"H","ANEA",0,399,16532,NA,1,0,1
"H","ASAF",0,116,16815,NA,1,0,1
"H","ASEA",0,151,16780,NA,1,0,1
"O2","AEES",0,167,16731,NA,1,0,1
"O2","AESP",0,285,16613,NA,1,0,1
"O2","ANWC",0,137,16761,NA,1,0,1
"O2","ASAF",0,116,16782,NA,1,0,1
"T","AESP",0,285,16637,NA,1,0,1
"T","ANWC",0,137,16785,NA,1,0,1
"T","ASEA",0,151,16771,NA,1,0,1
"C1a","AEES",0,167,16763,NA,1,0,1
"C1a","AESP",0,285,16645,NA,1,0,1
"C1a","ANEA",0,399,16531,NA,1,0,1
