"population","hap","count","freq","class"
"ANWC","G2",1,0.0072992700729927,"Singleton"
"ANWC","I2",1,0.0072992700729927,"Singleton"
"ANWC","J1",2,0.0145985401459854,"Doubleton"
"ANWC","J2",5,0.0364963503649635,"Rare"
"ANWC","L1",2,0.0145985401459854,"Doubleton"
"ANWC","N",1,0.0072992700729927,"Singleton"
"ANWC","N1",8,0.0583941605839416,"Common"
"ANWC","N2",3,0.0218978102189781,"Rare"
"ANWC","O2",11,0.0802919708029197,"Common"
"ANWC","Q1",17,0.124087591240876,"Common"
"ANWC","Q2",5,0.0364963503649635,"Rare"
"ANWC","R1",72,0.525547445255474,"Common"
"ASAF","C1",1,0.00862068965517241,"Singleton"
"ASAF","D1",1,0.00862068965517241,"Singleton"
"ASAF","E1",10,0.0862068965517241,"Common"
"ASAF","F",1,0.00862068965517241,"Singleton"
"ASAF","G2",2,0.0172413793103448,"Doubleton"
"ASAF","H1",8,0.0689655172413793,"Common"
"ASAF","H3",1,0.00862068965517241,"Singleton"
"ASAF","I2",2,0.0172413793103448,"Doubleton"
"ASAF","J",2,0.0172413793103448,"Doubleton"
"ASAF","J1",4,0.0344827586206897,"Rare"
"ASAF","J2",19,0.163793103448276,"Common"
"ASAF","K2",1,0.00862068965517241,"Singleton"
"ASAF","L1",16,0.137931034482759,"Common"
"ASAF","No",5,0.0431034482758621,"Rare"
"ASAF","O1",4,0.0344827586206897,"Rare"
"ASAF","Q1",1,0.00862068965517241,"Singleton"
"ASAF","Q2",4,0.0344827586206897,"Rare"
"ASAF","R1",12,0.103448275862069,"Common"
"ASAF","R2",19,0.163793103448276,"Common"
"ASAF","T1",3,0.0258620689655172,"Rare"
"ASEA","C",3,0.0198675496688742,"Rare"
"ASEA","C1",7,0.0463576158940397,"Rare"
"ASEA","C2",46,0.304635761589404,"Common"
"ASEA","D1",7,0.0463576158940397,"Rare"
"ASEA","F",2,0.0132450331125828,"Doubleton"
"ASEA","K2",1,0.00662251655629139,"Singleton"
"ASEA","N1",6,0.0397350993377483,"Rare"
"ASEA","No",1,0.00662251655629139,"Singleton"
"ASEA","O1",39,0.258278145695364,"Common"
"ASEA","O2",38,0.251655629139073,"Common"
"ASEA","R1",1,0.00662251655629139,"Singleton"
"Han_NWCM","C1",16,0.00146748601302394,"Very rare"
"Han_NWCM","C2",1222,0.112079244244703,"Common"
"Han_NWCM","D1",525,0.048151884802348,"Rare"
"Han_NWCM","E1",33,0.00302668990186187,"Very rare"
"Han_NWCM","F2",1,9.17178758139961e-05,"Singleton"
"Han_NWCM","G1",3,0.000275153627441988,"Very rare"
"Han_NWCM","G2",17,0.00155920388883793,"Very rare"
"Han_NWCM","H1",4,0.000366871503255985,"Very rare"
"Han_NWCM","I1",2,0.000183435751627992,"Doubleton"
"Han_NWCM","I2",3,0.000275153627441988,"Very rare"
"Han_NWCM","J",51,0.0046776116665138,"Very rare"
"Han_NWCM","J1",19,0.00174263964046593,"Very rare"
"Han_NWCM","J2",77,0.0070622764376777,"Very rare"
"Han_NWCM","L1",18,0.00165092176465193,"Very rare"
"Han_NWCM","N1",844,0.0774098871870127,"Common"
"Han_NWCM","N2",1,9.17178758139961e-05,"Singleton"
"Han_NWCM","O1",1504,0.13794368522425,"Common"
"Han_NWCM","O2",5713,0.52398422452536,"Common"
"Han_NWCM","Q1",476,0.0436577088874622,"Rare"
"Han_NWCM","Q2",6,0.000550307254883977,"Very rare"
"Han_NWCM","R1",333,0.0305420526460607,"Rare"
"Han_NWCM","R2",31,0.00284325415023388,"Very rare"
"Han_NWCM","T1",4,0.000366871503255985,"Very rare"
"Han_noNWC","C1",7,0.00146596858638743,"Very rare"
"Han_noNWC","C2",473,0.0990575916230367,"Common"
"Han_noNWC","D1",63,0.0131937172774869,"Rare"
"Han_noNWC","E1",4,0.000837696335078534,"Very rare"
"Han_noNWC","F",4,0.000837696335078534,"Very rare"
"Han_noNWC","G1",2,0.000418848167539267,"Doubleton"
"Han_noNWC","G2",9,0.0018848167539267,"Very rare"
"Han_noNWC","H",1,0.000209424083769634,"Singleton"
"Han_noNWC","I1",1,0.000209424083769634,"Singleton"
"Han_noNWC","I2",1,0.000209424083769634,"Singleton"
"Han_noNWC","J",3,0.0006282722513089,"Very rare"
"Han_noNWC","J2",17,0.00356020942408377,"Very rare"
"Han_noNWC","L1",1,0.000209424083769634,"Singleton"
"Han_noNWC","N",1,0.000209424083769634,"Singleton"
"Han_noNWC","N1",296,0.0619895287958115,"Common"
"Han_noNWC","O",1,0.000209424083769634,"Singleton"
"Han_noNWC","O1",1101,0.230575916230366,"Common"
"Han_noNWC","O2",2590,0.542408376963351,"Common"
"Han_noNWC","Q1",130,0.0272251308900524,"Rare"
"Han_noNWC","Q2",2,0.000418848167539267,"Doubleton"
"Han_noNWC","R",1,0.000209424083769634,"Singleton"
"Han_noNWC","R1",53,0.0110994764397906,"Rare"
"Han_noNWC","R2",3,0.0006282722513089,"Very rare"
"Han_noNWC","T",11,0.00230366492146597,"Very rare"
