hGrp	HG00096
H42a	2	431-42.8
H43	1	431-30.1
H44	1	431-30.1
H44a1	2	431-59.9
H44a	2	431-44.8
H44b	2	431-40.9
H45	1	431-29.4
H45a	2	431-45.1
H45b	2	431-45.1
H46	1	432-30.7
H46a	2	432-47.7
H46b	1	432-37.2
H47	2	431-40.7
H47a	3	432-50.5
H48	1	431-28.3
H49	1	431-31.2
H49a1	1	431-48.8
H49a2	2	431-53.8
H49a	1	431-41.2
H49b	1	431-39.3
H50	1	431-30.4
H51	1	431-29.2
H51a	2	431-46.8
H52	1	432-31.9
H53	1	431-29.6
H54	1	431-28.6
H55	1	431-30.4
H55_A153G	1	431-35.4
H55a	2	431-50.4
H55b	1	431-37.4
H56	1	431-31.9
H56a1	1	431-45.8
H56a	1	431-37.7
H56b	1	431-38.6
H56c	1	431-40.7
H56d	1	431-36.9
H57	2	431-38.3
H58	1	431-29.6
H58a	1	431-36.3
H59	1	431-33.1
H59a	1	431-40.4
H60	1	431-29.6
H60a	1	431-39.6
H61	2	431-37.9
H61a	2	431-52.4
H62	1	431-31.2
H63	2	431-41.9
H63a	2	431-53.3
H64	1	431-34
H65	1	431-29
H65a	2	431-40.7
H66	1	431-28.6
H66a1	1	431-36.9
H66a	1	431-31.8
H67	1	431-33.1
H67a	2	431-53.1
H69	1	432-30.1
H70	1	431-31.2
H71	1	431-29.6
H72	3	431-46
H73	1	431-24.1
H73a1	1	431-53
H73a	3	431-45.7
H74	3	431-39.3
H75	2	439.1-29.8
H76	2	431-31.7
H76a	2	432-34.9
H77	2	441-30.4
H78	1	431-33.1
H79	1	431-29
H79a	1	431-34.4
H80	2	431-32.8
H81	1	431-28.7
H81a	5	431-72.3
H82	1	431-31.9
H83	1	431-30.7
H84	1	431-28.7
H85	2	431-40.7
H86	1	431-31.2
H87	1	431-29.6
H88	1	431-31.9
H89	3	431-47.9
H90	4	431-56.8
H91	1	431-33.9
H92	1	431-33.1
H93	1	431-31.9
H94	2	431-33.4
H95	1	431-33.1
H95a	3	431-56.8
H96	6	431-50.1
H100	1	431-28.7
H101	2	431-36.4
H102	2	431-40.7
H103	5	432-57.4
H104	1	431-31.2
H104a	5	431-63
H105	1	431-31.9
H105a	1	431-37.3
H106	2	431-38.2
H107	2	432-31.6
H108	1	431-35.1
H	2	431-23.1
HV0	2	411-36.5
HV0_T195C	1	411-38.5
HV0a1	2	411-61.6
HV0a1a	3	411-75.9
HV0a	1	411-46.5
HV0b	1	411-43.1
HV0c	1	411-45.8
HV0d	1	411-44.6
HV0e	3	411-55.5
HV0f	2	421-47.3
HV0g	3	411-54
HV1	2	411-31.7
HV1a1	3	411-59.2
HV1a1a	2	411-74.3
HV1a1b	2	411-76.8
HV1a2	1	411-52.9
HV1a2a	1	411-59.2
HV1a2b	1	411-57.4
HV1a3	2	411-53
HV1a3a	1	411-63
HV1a	1	411-45.3
HV1a'b'c	1	411-39
HV1b1	4	411-71
HV1b1a	2	411-83.6
HV1b1b	1	411-78
HV1b2	3	412-63.2
HV1b3	2	412-55
HV1b3a	6	412-90.8
HV1b3b	4	412-80.9
HV1b	1	411-45.7
HV1b_T152C	1	412-45.7
HV1c	1	411-47.1
HV1d	11	411-103.4
HV2	2	412-35.7
HV2a1	3	412-99.9
HV2a2	2	412-95.1
HV2a3	2	412-96.5
HV2a	6	412-81.7
HV4	1	411-33.1
HV4a1	1	411-49.3
HV4a1_C16291T	1	411-52.9
HV4a1a1	3	412-74.5
HV4a1a2	2	411-72.8
HV4a1a3	1	411-68.4
HV4a1a4	1	411-67.7
HV4a1a	1	411-59.6
HV4a2	2	411-50.1
HV4a2a	3	421-57
HV4a2b	1	411-58.9
HV4a	1	411-41.2
HV4b	2	411-48.6
HV4c	3	411-56.6
HV5	1	411-28.1
HV5a	1	411-36.2
HV5b	2	411-38.4
HV6	2	411-34.6
HV6a	4	411-58
HV7	3	411-40
HV8	1	411-31
HV9	1	411-30.6
HV9_T152C	1	412-30.6
HV9a1	2	412-53.8
HV9a1a	1	412-60.1
HV9a	1	412-37.6
HV9b	1	411-35.1
HV9c	2	421-39.4
HV10	1	411-34.7
HV11	1	411-32.8
HV11a	2	411-50.1
HV12	1	411-31.9
HV12a1	6	412-77.1
HV12a	2	411-37.7
HV12b1	1	411-50.1
HV12b1a	4	411-83.1
HV12b	2	411-44.6
HV13	1	411-28
HV13a	7	411-77.1
HV13b	1	411-35
HV14	2	411-40.5
HV14a	1	411-46.8
HV15	2	411-36.2
HV16	1	411-25.7
HV17	2	411-36.6
HV17a	1	411-45.4
HV18	2	411-33.2
HV19	3	411-38.5
HV20	1	411-38.7
HV21	1	411-28.2
HV22	3	411-45.3
HV23	1	411-31
HV24	1	411-34.7
HV	1	411-23.1
HV_A73G	1	411-28.7
HV_T16311C	1	411-24.7
H_C16291T	1	431-26.7
H_G13708A	1	431-26.9
H_G16129A	1	431-25.7
H_T152C	1	432-23.1
H_T195C	1	431-25.1
H_T195C_T146C	1	431-26.9
I1	4	381-123.8
I1a1	5	391-166.9
I1a1a1	1	391-182
I1a1a2	1	391-182
I1a1a3	1	391-177
I1a1a3a	1	391-183.7
I1a1a	1	391-173.2
I1a1b	1	391-173.2
I1a1c	1	391-172
I1a1d	4	391-196.5
I1a1e	1	391-174.5
I1a	3	381-135.6
I1b	1	381-132.6
I1c1	2	381-157
I1c1a	2	381-171.6
I1c	4	381-144.1
I1d	3	391-140.7
I1e	3	381-148.6
I1f	3	381-140.5
I2	1	372-117.8
I2'3	2	372-112.5
I2a1	2	372-143
I2a1a	1	372-153
I2a2	1	372-136
I2a3	2	372-139.1
I2a	2	372-129.3
I2b	3	372-126.9
I2c	2	372-132.2
I2d	1	372-125.9
I2e	1	372-123.4
I2f	1	372-126.6
I3	1	372-120.1
I3a1	1	372-134.2
I3a	1	372-124.2
I3b	2	372-140.1
I3c	1	372-130.1
I3d1	4	372-162.4
I3d	1	372-127.7
I4	1	371-119.1
I4a1	1	371-131.3
I4a2	1	371-135.5
I4a	1	371-126.7
I4b	3	371-142.8
I5	1	371-116.4
I5a1	2	371-141.1
I5a1a	1	371-151.1
I5a1b	3	381-156.8
I5a1c	1	371-148.1
I5a2	2	371-149.9
I5a2_T16086C	1	371-154
I5a2a	5	371-189.9
I5a3	7	371-184.4
I5a4	5	371-147.4
I5a	2	371-131.1
I5b1	3	381-136.4
I5b	2	371-129.4
I5c1	3	371-143.2
I5c	1	371-121.5
I6	1	371-117.9
I6a	6	371-159
I6b	2	371-132.6
I7	3	371-133.5
I	2	371-109.1
J1	2	381-98.9
J1_C16193T	1	381-104.5
J1b1	2	381-130.8
J1b1a1	1	381-163.1
J1b1a1_T146C	1	381-164.9
J1b1a1a	3	381-187.6
J1b1a1b	1	381-169.8
J1b1a1c	1	381-173.1
J1b1a1d	3	381-184.6
J1b1a1e	1	381-170.3
J1b1a2	5	381-193.6
J1b1a2a	2	381-206.7
J1b1a2b	1	381-201.7
J1b1a3	1	381-168
J1b1a	4	381-159.9
J1b1b1	1	381-140.6
J1b1b1a	2	381-146.9
J1b1b1b	1	381-148.7
J1b1b1c	6	381-181.4
J1b1b2	3	382-154
J1b1b3	1	381-146.1
J1b1b	1	381-139.6
J1b2	1	381-130.4
J1b2a	3	381-150
J1b3	2	381-134.1
J1b3a	1	381-140
J1b3b1	2	381-152.4
J1b3b	1	381-141.4
J1b4	1	381-127.4
J1b4a1	1	381-156.3
J1b4a2	1	381-153.6
J1b4a	3	381-146.3
J1b5	3	381-138.2
J1b5a1	1	381-165.9
J1b5a	4	381-164.9
J1b6	1	381-130.4
J1b6a	1	381-137.1
J1b6b	3	381-139
J1b7	2	381-133.1
J1b7a	1	381-137.2
J1b8	3	382-135.1
J1b9	3	381-129.7
J1b	4	381-120.4
J1c1	2	381-129.7
J1c1a	3	381-148.3
J1c1b1	1	381-145.2
J1c1b1a1	1	381-160.6
J1c1b1a	1	381-152.5
J1c1b2	2	381-158.5
J1c1b2a	2	381-174
J1c1b	1	381-139.7
J1c1c	2	381-136.3
J1c1d	1	381-135.2
J1c1e	2	381-141.8
J1c1f	2	381-148.5
J1c1g1	1	381-143.2
J1c1g	1	381-137.3
J1c1h	2	381-142.9
J1c2	1	381-123.5
J1c2a1	2	381-147.9
J1c2a1a	1	381-154.9
J1c2a2	2	381-143.6
J1c2a3	2	381-145.3
J1c2a	1	381-129.8
J1c2b1	3	381-152.5
J1c2b2	1	381-137.8
J1c2b3	3	381-153.4
J1c2b4	1	381-134.3
J1c2b5	1	381-136.9
J1c2b	1	381-130.2
J1c2c1	1	381-154.9
J1c2c1a	3	381-173.5
J1c2c2	1	381-153.1
J1c2c2a	1	381-163.1
J1c2c3	1	381-152
J1c2c	4	381-146.1
J1c2d	2	381-137.4
J1c2e1	1	381-135.6
J1c2e2	4	381-152.6
J1c2e	1	381-131.6
J1c2f	1	381-129.3
J1c2g	3	381-149.2
J1c2h	1	381-132.3
J1c2i	5	381-159.5
J1c2j	3	381-138.8
J1c2k	1	381-131.1
J1c2l	3	381-143.3
J1c2m1	2	381-139.4
J1c2m	1	381-128.2
J1c2n1	2	381-149
J1c2n	1	381-133.5
J1c2o	1	381-130.8
J1c2p	1	381-131.6
J1c2q1	1	381-148.1
J1c2q	2	381-142.3
J1c2r	4	381-153.3
J1c2s1	2	381-142.7
J1c2s	1	381-128.7
J1c2t	1	381-133.5
J1c3	1	381-122.6
J1c3_A189G	1	381-126.3
J1c3a1	1	381-137
J1c3a2	1	381-138.9
J1c3a	1	381-128.9
J1c3b1	1	381-137.9
J1c3b1a	1	381-144
J1c3b2	1	381-140.2
J1c3b	1	381-131.4
J1c3c1	1	391-139.3
J1c3c2	1	391-139.3
J1c3c	2	391-129.3
J1c3d	1	381-129.9
J1c3e1	2	381-142.4
J1c3e2	1	381-133.6
J1c3e	1	381-126.6
J1c3f	2	381-138.1
J1c3g	1	381-129.3
J1c3h	1	381-130.2
J1c3i	2	381-134.9
J1c3j	2	381-129.8
J1c3k	1	381-131.4
J1c3m	2	381-136.1
J1c4	2	381-126.3
J1c4b	1	381-133.9
J1c4c	1	381-129.7
J1c5	1	381-126.5
J1c5a1	1	381-151
J1c5a	2	381-142.9
J1c5b	2	381-145.3
J1c5c1	3	381-155
J1c5c	2	381-133.6
J1c5d	2	381-138.6
J1c5e	2	381-142.6
J1c5f	3	381-140.4
J1c6	1	381-123.2
J1c6a	5	381-164.2
J1c7	3	381-143
J1c7a	2	381-151
J1c8	1	391-116.5
J1c8a1	2	391-140.6
J1c8a1a	1	391-142.6
J1c8a2	1	391-126.9
J1c8a	2	391-125.9
J1c8b	1	391-124.6
J1c9	1	381-126.5
J1c10	1	381-126.5
J1c10a	1	381-135.3
J1c11	1	381-122.4
J1c11a	1	381-130.5
J1c12	1	381-131.7
J1c12a	1	381-141.7
J1c12b	1	381-141.7
J1c13	4	381-146.6
J1c14	6	381-155.4
J1c15	1	381-126.5
J1c15a1	2	381-151.6
J1c15a	1	381-136.5
J1c15b	7	381-170.1
J1c16	5	382-140.1
J1c17	1	381-124.1
J1c17a	4	391-142.6
J1c	3	381-116.5
J1c_C16261T	1	381-120.7
J1c_C16261T_A189G	1	381-124.4
J1d1	1	382-127
J1d1a1	1	382-149.3
J1d1a1a	2	382-159.2
J1d1a	2	382-141.2
J1d1b1	1	382-145.8
J1d1b	1	382-137
J1d2	2	382-137.2
J1d2a	1	382-146
J1d3	1	382-128.8
J1d3a1	5	382-179.1
J1d3a2	1	382-142.2
J1d3a	1	382-134.9
J1d4	3	382-143.2
J1d5	2	382-133
J1d5a	2	382-145.4
J1d6	1	382-130.3
J1d6a	1	382-135.8
J1d	3	382-121.5
J2	4	382-105.5
J2a1	1	382-130
J2a1a1	2	382-179.6
J2a1a1a1	4	392-211
J2a1a1a2	1	392-196
J2a1a1a2a	1	392-206
J2a1a1a3	1	392-197.2
J2a1a1a	2	392-188.4
J2a1a1b	2	382-195.7
J2a1a1c	1	382-187.7
J2a1a1d	1	382-187.7
J2a1a1e	1	382-181.6
J2a1a2	2	382-184.8
J2a1a2a1	1	382-203.6
J2a1a2a1a	1	382-210.3
J2a1a2a	1	382-194.8
J2a1a	6	382-168.7
J2a2	5	382-166.8
J2a2a1	2	382-197.1
J2a2a1_T16311C	1	382-198.7
J2a2a1a1	1	383-216.3
J2a2a1a	2	383-207.5
J2a2a2	3	382-206.8
J2a2a	2	382-182.9
J2a2b1	1	382-177.8
J2a2b1a	2	382-196.6
J2a2b2	3	382-195.6
J2a2b3	5	382-217.5
J2a2b	1	382-174.1
J2a2c1	2	382-189.2
J2a2c	1	382-174.1
J2a2d	6	382-210.2
J2a2e	2	382-178
J2a	3	382-123
J2b1	1	382-135.9
J2b1a1	1	382-144.7
J2b1a1a	2	392-147.2
J2b1a2	1	382-145.8
J2b1a2a	1	382-155.8
J2b1a3	1	382-146.9
J2b1a4	2	382-159.3
J2b1a5	1	382-150.9
J2b1a6	4	382-175
J2b1a	1	382-139.3
J2b1a_T16311C	1	382-140.9
J2b1b1	1	382-165.7
J2b1b	3	382-155.7
J2b1c1	1	382-148.5
J2b1c	1	382-144.7
J2b1d	1	382-143.2
J2b1e1	3	382-167.4
J2b1e	1	382-142.2
J2b1f	1	382-145.9
J2b1g	1	382-145.9
J2b1h	6	382-160.1
J2b2	3	382-151.9
J2b	3	382-129.2
J	6	381-84.7
JT	3	381-44.7
K1	2	381-132
K1_T16362C	1	381-134.5
K1a1	2	381-155.6
K1a1a1	1	381-171.7
K1a1a2	1	381-171
K1a1a2a1	1	391-188.3
K1a1a2a	2	391-181
K1a1a	1	381-162.9
K1a1b1	1	381-167.9
K1a1b1a	3	381-186.9
K1a1b1b1	2	381-197.6
K1a1b1b	2	381-181.5
K1a1b1c	2	381-180.1
K1a1b1d	3	381-189.9
K1a1b1e	1	381-173.8
K1a1b1f	3	381-182.9
K1a1b1g	2	381-182.2
K1a1b2	1	381-167.4
K1a1b2a1	2	382-199.2
K1a1b2a1a	1	382-209.2
K1a1b2a	3	382-187.4
K1a1b2b	2	381-179.2
K1a1b	1	381-159.8
K1a1c	4	381-175.7
K1a2	1	381-152.8
K1a2a1	3	381-176.2
K1a2a2	1	381-168.3
K1a2a	1	381-158.3
K1a2b	1	381-160.4
K1a2c	2	381-166.4
K1a3	1	381-155.2
K1a3a1	1	381-171.9
K1a3a1a	3	381-197
K1a3a1b	1	381-181.9
K1a3a2	1	381-171.5
K1a3a3	1	381-171.1
K1a3a4	2	381-180.9
K1a3a	1	381-165.2
K1a4	1	381-153.3
K1a4_T146C	1	381-155.1
K1a4a1	2	381-178.2
K1a4a1a1	1	381-204.1
K1a4a1a2	1	381-199.6
K1a4a1a2a	1	381-205.9
K1a4a1a2b	2	381-209.5
K1a4a1a3	1	381-204.1
K1a4a1a	2	381-193.3
K1a4a1a_T195C	1	381-195.3
K1a4a1b1	1	381-189.2
K1a4a1b2	2	391-192.4
K1a4a1b	1	381-188.2
K1a4a1c1	1	381-190.7
K1a4a1c	1	381-187
K1a4a1d	1	381-184.7
K1a4a1e	2	392-178.2
K1a4a1f1	2	382-211.1
K1a4a1f	3	382-196.3
K1a4a1g	2	381-190.5
K1a4a1h	1	381-185.8
K1a4a1i	2	391-187
K1a4a	1	381-159.4
K1a4b1	4	381-195.7
K1a4b	2	381-164.3
K1a4c1	3	382-184.6
K1a4c	3	382-166.3
K1a4d	3	381-171
K1a4e	1	381-162.1
K1a4f1	1	381-172.1
K1a4f	1	381-162.1
K1a4g	2	381-165.5
K1a4h1	1	381-176.7
K1a4h	2	381-168.6
K1a4i	1	381-154.3
K1a4j1	2	382-169.1
K1a4j	1	381-162.4
K1a5	1	381-152.8
K1a5a	3	381-172.9
K1a5b	4	381-175.7
K1a6	3	381-163.1
K1a7	1	381-146.2
K1a8	1	381-146.2
K1a8a1	1	381-152.1
K1a8a	2	381-151.1
K1a8b	2	381-161.5
K1a9	1	381-155.3
K1a10	1	381-154.5
K1a10a	1	381-158.1
K1a11	5	381-162.8
K1a11a1	1	382-179.2
K1a11a	2	382-170.4
K1a11b	1	381-163.8
K1a12	1	381-149.1
K1a12a1	1	381-165.3
K1a12a1a	1	381-174.1
K1a12a	1	381-157.2
K1a13	3	381-161.6
K1a13a	1	381-170.4
K1a14	3	381-169.5
K1a15	1	381-153.7
K1a16	1	381-156
K1a17	3	381-166
K1a17a	2	381-175.1
K1a18	2	381-159.8
K1a19	1	381-153.3
K1a19a	7	381-207.1
K1a23	1	381-153.3
K1a24	1	381-148.9
K1a24a	4	381-170.9
K1a25	3	382-161.6
K1a26	1	381-154.5
K1a27	2	381-157.5
K1a28	4	381-179.4
K1a29	1	381-152.5
K1a29a	2	381-167.2
K1a30	1	381-156.7
K1a30a	1	381-163.7
K1a31	1	381-157.9
K1a	2	381-145.2
K1a_C150T	1	381-147.9
K1a_T195C	1	381-147.2
K1b1	3	381-166.2
K1b1_T16093C	1	381-169.4
K1b1a1	1	382-204
K1b1a1_T199C	1	382-207.7
K1b1a1a	1	382-214.7
K1b1a1b	2	382-217.3
K1b1a1c1	1	382-225.1
K1b1a1c	2	382-217
K1b1a1d1	1	382-218.2
K1b1a1d	1	382-212.1
K1b1a2	5	382-225.8
K1b1a	5	382-196.4
K1b1b1	2	381-201.5
K1b1b	2	381-186.3
K1b1c	3	381-184.2
K1b2	3	381-145.6
K1b2a1	1	381-156.3
K1b2a1a1	1	381-173.2
K1b2a1a	1	381-165.1
K1b2a2	1	381-157.2
K1b2a2a	1	381-163.9
K1b2a3	1	381-159.9
K1b2a	1	381-151.1
K1b2b1	1	381-189.1
K1b2b	4	381-179.1
K1b	1	381-140.8
K1c1	2	382-150.5
K1c1a	1	382-160.5
K1c1b	1	382-158.6
K1c1c	1	382-159.3
K1c1d	3	382-172.7
K1c1e	1	382-156.1
K1c1f	1	382-160.5
K1c1g	1	382-159.3
K1c1h	1	382-156.4
K1c1i	1	382-157.5
K1c2	4	382-162.3
K1c2a	1	382-162.3
K1c	3	382-133.8
K1d1	1	391-171
K1d	5	391-161
K1e1	4	382-176
K1e	5	382-160
K1f	2	381-151.4
K2	2	381-128.4
K2a1	3	382-167.8
K2a1a	2	392-175.9
K2a2	1	382-147.1
K2a2a1	3	382-166.5
K2a2a	1	382-157.1
K2a3	1	382-149
K2a3a1	1	382-161.6
K2a3a	1	382-157.8
K2a4	1	382-149
K2a5	1	382-149
K2a5a1	2	382-171.5
K2a5a	1	382-157.1
K2a5b	1	382-157.1
K2a6	1	382-144.9
K2a7	1	382-144.8
K2a8	2	382-144.4
K2a9	2	382-156.6
K2a10	1	382-147.1
K2a11	4	382-164.5
K2a	3	382-139
K2b1	1	381-155.7
K2b1a1	1	381-166.6
K2b1a1a	1	381-173.3
K2b1a2	1	381-171.3
K2b1a3	1	381-168.3
K2b1a4	3	381-175.9
K2b1a	1	381-161.3
K2b1b	4	381-175.9
K2b2	1	381-162.8
K2b	3	381-154.7
K2c	1	381-136.5
K3	11	381-176.5
K	5	381-119
L0	10	0-72.9
L0a1	1	48.8-236.2
L0a1'4	1	48.8-227.4
L0a1_A16293G	1	48.8-242
L0a1a1	1	48.8-263.5
L0a1a2	2	48.8-263.5
L0a1a3	1	48.8-260.5
L0a1a	2	48.8-249
L0a1a_A200G	1	48.8-253.5
L0a1b1	2	48.8-282.3
L0a1b1a1	1	48.8-294.8
L0a1b1a1a	2	48.8-311.2
L0a1b1a	1	48.8-289.3
L0a1b2	3	48.8-283.6
L0a1b2a	1	48.8-293.6
L0a1b	3	48.8-262.3
L0a1c1	3	58.8-259.2
L0a1c	1	48.8-247.4
L0a1d	3	58.8-258.4
L0a1e	5	58.8-270.8
L0a2	9	68.8-265.9
L0a2a1	1	68.8-288.6
L0a2a1a1	2	68.8-317.4
L0a2a1a2	2	68.8-313.7
L0a2a1a	1	68.8-298.6
L0a2a1b	2	68.8-301.3
L0a2a2	4	68.8-301.9
L0a2a2a1	2	78.8-318.4
L0a2a2a2	1	68.8-312.9
L0a2a2a	1	68.8-311.9
L0a2a	2	68.8-282.3
L0a2b1	1	78.8-330.7
L0a2b	10	78.8-325.4
L0a2c	13	78.8-341.5
L0a2d	2	68.8-281.6
L0a3	1	48.8-228.8
L0a4	16	48.8-341.4
L0a	6	48.8-221.8
L0a'b'f'g	9	28.8-148.8
L0a'b'f'g'k	4	0-98.6
L0a'b'g	7	28.8-191.8
L0a'g	2	28.8-199.3
L0b	6	38.8-225.5
L0d1	5	20-186.1
L0d1'2	4	10-157
L0d1a1	3	30-238.7
L0d1a1a1	1	40-252.7
L0d1a1a2	1	30-259
L0d1a1a3	1	30-260.8
L0d1a1a	2	30-252.7
L0d1a1b1	2	30-264.4
L0d1a1b1a	1	30-274.4
L0d1a1b1b	1	30-272.5
L0d1a1b	2	30-255.1
L0d1a1c	6	41-263
L0d1a1d	2	30-253.6
L0d1a	4	30-225
L0d1a'c'd	1	20-190
L0d1a'd	2	30-200
L0d1b1	5	40-209.7
L0d1b1_C152T	1	40-219.7
L0d1b1a1	1	40-242.2
L0d1b1a	5	40-236.6
L0d1b1b1	4	40-237.9
L0d1b1b	1	40-219.7
L0d1b1c	6	50-254.7
L0d1b2	4	20-227.3
L0d1b2a1	1	20-281.5
L0d1b2a2	3	20-301.5
L0d1b2a	7	20-272.7
L0d1b2b1	2	20-248.1
L0d1b2b1a	8	20-313.5
L0d1b2b1b1	1	20-280.4
L0d1b2b1b	3	20-274.8
L0d1b2b2	4	40-249.7
L0d1b2b2a	1	40-256.7
L0d1b2b2b1	2	40-269
L0d1b2b2b	1	40-257.8
L0d1b2b2c1	1	40-267.8
L0d1b2b2c2	3	40-283.1
L0d1b2b2c	1	40-259.7
L0d1b2b	1	20-232.4
L0d1b	1	20-196.1
L0d1c1	2	30-261.5
L0d1c1a1	2	30-286.6
L0d1c1a1a1	3	30-315.8
L0d1c1a1a2	1	30-303.1
L0d1c1a1a	1	30-293.1
L0d1c1a1b	1	30-296.6
L0d1c1a2	3	30-289.6
L0d1c1a	2	30-275.9
L0d1c2	1	30-247.9
L0d1c2a1	4	30-282.7
L0d1c2a	4	30-264.3
L0d1c3	4	30-271.1
L0d1c	8	30-246.9
L0d1d	13	70-261.3
L0d2	6	10-208.9
L0d2a1	6	10-285.4
L0d2a1a1	1	10-303.5
L0d2a1a1a	1	10-308.3
L0d2a1a2	1	10-303.5
L0d2a1a3	1	10-296.7
L0d2a1a	1	10-293.5
L0d2a1b	3	20-299.6
L0d2a1c	4	10-320.8
L0d2a2	8	10-291.5
L0d2a	4	10-241.8
L0d2a'b'd	1	10-216.5
L0d2b1	11	20-327.4
L0d2b1a1	2	30-347.7
L0d2b1a1a	1	30-355.8
L0d2b1a	2	30-330.4
L0d2b1b	4	20-343.2
L0d2b2	4	10-291.6
L0d2b	6	10-259.8
L0d2c1	1	10-322.4
L0d2c1a1	4	20-371.1
L0d2c1a	3	20-341.2
L0d2c1b	2	10-341.2
L0d2c2	6	10-365.9
L0d2c2a1	1	10-379.9
L0d2c2a1a	2	10-396.6
L0d2c2a	1	10-372.9
L0d2c2b	2	10-375.7
L0d2c	13	10-314.8
L0d2d	14	10-307.6
L0d3	18	0-269.4
L0d3a	4	0-301.8
L0d3b1	1	10-330.7
L0d3b2	1	10-328.9
L0d3b	8	10-321.9
L0d	11	0-141.5
L0f1	5	48.8-256.7
L0f2	4	28.8-266.3
L0f2a1	12	38.8-363.8
L0f2a	3	28.8-284.6
L0f2b	24	38.8-438.8
L0f	12	28.8-239.6
L0g	25	48.8-362.7
L0k1	3	10-308.7
L0k1a1	2	40-343.1
L0k1a1a	2	40-351.2
L0k1a1b	1	40-348.5
L0k1a1c	1	40-353.1
L0k1a1d	1	40-351.2
L0k1a2	1	30-347
L0k1a2a	1	30-354
L0k1a3	4	30-360.1
L0k1a	6	30-339.7
L0k1b	6	10-346.7
L0k2	6	30-316.3
L0k2a1	1	40-345.9
L0k2a1a	3	40-366.4
L0k2a	4	40-337.8
L0k2b	1	30-321.6
L0k	28	10-294.6
L1	6	70-49.2
L1'2'3'4'5'6	8	70-6.1
L1b1	5	80-243.2
L1b1a1	3	80-274.5
L1b1a1'4	1	80-251.8
L1b1a2	1	80-258.9
L1b1a2a	1	80-266.2
L1b1a3	1	80-263.3
L1b1a3a1	1	80-282.1
L1b1a3a	1	80-273.3
L1b1a3b	2	80-273.2
L1b1a4	1	80-258.1
L1b1a4a	1	80-264
L1b1a5	1	80-259.6
L1b1a6	2	80-263.8
L1b1a7	1	80-258.1
L1b1a7a	2	80-269.7
L1b1a8	1	80-259.6
L1b1a9	1	80-261.8
L1b1a10	1	80-254.6
L1b1a10a	1	80-264.6
L1b1a10b	1	80-263.4
L1b1a12	2	80-263.1
L1b1a12a	1	80-269.6
L1b1a12b	2	90-271.9
L1b1a13	1	80-260.8
L1b1a14	1	80-251.8
L1b1a15	2	80-272.6
L1b1a15a	1	80-277.1
L1b1a16	3	80-263.8
L1b1a17	1	80-261.5
L1b1a18	3	90-268.8
L1b1a	1	80-250.8
L1b1a_A189G	1	80-254.5
L1b2	5	90-242.6
L1b2'3	1	90-209.2
L1b2a	4	100-257.1
L1b3	4	90-238.7
L1b	23	80-209.2
L1c1	4	70-191.7
L1c1'2'4'5'6	1	70-157.2
L1c1'2'4'6	2	70-169.4
L1c1a1	3	100-227.2
L1c1a1a1	7	120-291.6
L1c1a1a1a	5	130-325
L1c1a1a1b1	1	130-313
L1c1a1a1b	3	130-304.9
L1c1a1a2	4	120-274.3
L1c1a1a	6	110-253.6
L1c1a1b	12	130-302.7
L1c1a2	13	90-304.2
L1c1a2a1	1	90-339.7
L1c1a2a2	1	90-337.3
L1c1a2a	3	90-329.7
L1c1a2b	5	90-350
L1c1a2c	3	90-325
L1c1a	3	70-219.6
L1c1a'b'd	1	70-199.8
L1c1a_T198C	1	80-219.6
L1c1b1	5	80-302.8
L1c1b	9	70-276
L1c1b'd	1	70-203.9
L1c1c	11	100-250.8
L1c1d1	2	70-249.9
L1c1d	5	70-234.6
L1c2	12	80-269.2
L1c2'4	3	80-187
L1c2a1	2	90-302.1
L1c2a1a	7	90-353
L1c2a1b	2	90-315.1
L1c2a2	12	110-358.6
L1c2a3	4	90-324.7
L1c2a3a	6	100-362.2
L1c2a	4	90-292.7
L1c2b1	1	80-290
L1c2b1a1	3	80-348.2
L1c2b1a	3	80-323.9
L1c2b1a'b	1	80-298.8
L1c2b1b1	3	80-354.3
L1c2b1b	4	80-335.7
L1c2b1c	9	80-358.9
L1c2b2	3	80-301.7
L1c2b	3	80-282.4
L1c3	8	90-194.4
L1c3a1	1	100-251.9
L1c3a1a	2	100-267.6
L1c3a1b	2	100-265.2
L1c3a	8	100-244.6
L1c3b1	8	90-308.9
L1c3b1a	3	90-327
L1c3b1b	2	90-327
L1c3b2	11	100-308.5
L1c3b	4	90-240.1
L1c3b'c	2	90-208.3
L1c3c	13	90-302.8
L1c4	12	100-258.7
L1c4a	14	100-356.9
L1c4b	2	100-275.2
L1c5	18	80-255.8
L1c6	4	70-197.4
L1c	16	70-148.4
L2	10	222-70.9
L2'3'4'5'6	5	110-16.1
L2'3'4'6	12	211-23.1
L2a1	4	242-163.1
L2a1'2'3'4	7	232-141.1
L2a1_G143A	1	242-167.4
L2a1_G143A_G16309A	1	252-167.4
L2a1_G143A_T16189C__C16192T	2	242-173.9
L2a1_G143A_T16189C__C16192T_G16309A	1	252-173.9
L2a1_T16189C__C16192T	2	242-169.6
L2a1a1	3	242-214
L2a1a2	1	242-199.1
L2a1a2a1	1	242-213.7
L2a1a2a1a	1	242-223.7
L2a1a2a	1	242-205.6
L2a1a2b	1	242-207.2
L2a1a2c	3	242-224.2
L2a1a3	2	242-200.1
L2a1a3a	1	242-208.2
L2a1a3b	1	242-205.9
L2a1a3c	2	242-211.2
